Index,Rank_x,Previous Rank,Name,Country/Territory,Region_x,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,Type,State,City,Zip,Region_y,isPublic,Institution_Control,Photo,Rank_y,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
26.0,25,18,the university of sydney,Australia,Oceania,XL,FC,VH,Public,98.9,29,94.2,53,15.7,801+,94.3,78,99.9,101,100.0,18,100.0,12,95.5,71,95.8,70,97.6,11,89.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the university of tennessee-martin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,TN,Martin,38238.0,south,True,public,https://www.usnews.com/dims4/USNEWS/e338b7d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F56%2F63d3940d8f6d12273adf1687fd3b18%2Fcollege-photo_21653.jpg,20.0,19.0,35.0,87.0,16600.0,3.6,2.3,nan,6243.0,2.0,1000.0,24044.0,1000-1210,19-24,"The University of Tennessee-Martin is a public institution that was founded in 1900. It has a total undergraduate enrollment of 6,243 (fall 2023), its setting is rural, and the campus size is 1,000 acres. It utilizes a semester-based academic calendar. The University of Tennessee-Martin's ranking in the 2025 edition of Best Colleges is Regional Universities South, #20. Its in-state tuition and fees are $10,560; out-of-state tuition and fees are $16,600."
nan,nan,nan,the university of texas at tyler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Tyler,75799.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/25ac4d5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F49%2Fd1%2F9bf04578476eacbbab6f71895a1c%2Friter-tower-large.jpg,359.0,19.0,nan,92.0,25494.0,3.3,2.9,nan,7287.0,2.0,1010.0,nan,1010-1220,19-25,"The University of Texas at Tyler is a public institution that was founded in 1971. It has a total undergraduate enrollment of 7,287 (fall 2023), its setting is city, and the campus size is 320 acres. It utilizes a semester-based academic calendar. The University of Texas at Tyler's ranking in the 2025 edition of Best Colleges is National Universities, #359. Its in-state tuition and fees are $9,736; out-of-state tuition and fees are $25,494."
nan,nan,nan,the university of texas--arlington,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Arlington,76019.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/7ff772a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F14%2Fcc9bd7496455b443ec3ed9d7ea4d26%2Fcollege-photo_21959.jpg,231.0,18.0,nan,81.0,29582.0,nan,2.5,nan,31112.0,2.8,990.0,nan,990-1230,18-26,"The University of Texas--Arlington is a public institution that was founded in 1895. It has a total undergraduate enrollment of 31,112 (fall 2023), its setting is urban, and the campus size is 420 acres. It utilizes a semester-based academic calendar. The University of Texas--Arlington's ranking in the 2025 edition of Best Colleges is National Universities, #231. Its in-state tuition and fees are $11,950; out-of-state tuition and fees are $29,582."
nan,nan,nan,the university of texas--austin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Austin,78705.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/c266f77/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbe%2F5e%2F6008045e418a9a9be022f2eab7ee%2Fut-austin-hero-1920x640.jpg,30.0,29.0,14.0,29.0,42778.0,nan,4.3,nan,42444.0,4.3,1310.0,49663.0,1310-1520,29-34,"The University of Texas--Austin is a public institution that was founded in 1883. It has a total undergraduate enrollment of 42,444 (fall 2023), its setting is urban, and the campus size is 431 acres. It utilizes a semester-based academic calendar. The University of Texas--Austin's ranking in the 2025 edition of Best Colleges is National Universities, #30. Its in-state tuition and fees are $11,678; out-of-state tuition and fees are $42,778."
nan,nan,nan,the university of texas--dallas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Richardson,75080.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/58cd15a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fcc%2F8641043a909b438377e2779492e1a1%2Fcollege-photo_33942.jpg,109.0,25.0,26.0,65.0,40144.0,nan,2.8,nan,21330.0,3.4,1170.0,44447.0,1170-1410,25-32,"The University of Texas--Dallas is a public institution that was founded in 1969. It has a total undergraduate enrollment of 21,330 (fall 2023), its setting is suburban, and the campus size is 645 acres. It utilizes a semester-based academic calendar. The University of Texas--Dallas' ranking in the 2025 edition of Best Colleges is National Universities, #109. Its in-state tuition and fees are $14,644; out-of-state tuition and fees are $40,144."
nan,nan,nan,the university of texas--el paso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,El Paso,79968.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/3c92d91/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc0%2Fcfc26037f670c744dd045376b22fda%2Fcollege-photo_6429.jpg,266.0,17.0,nan,100.0,21164.0,3.4,2.3,nan,20609.0,2.3,870.0,nan,870-1090,17-23,"The University of Texas--El Paso is a public institution that was founded in 1914. It has a total undergraduate enrollment of 20,609 (fall 2023), and the campus size is 421 acres.  The University of Texas--El Paso's ranking in the 2025 edition of Best Colleges is National Universities, #266. Its in-state tuition and fees are $8,508; out-of-state tuition and fees are $21,164."
nan,nan,nan,the university of texas--rio grande valley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,Edinburg,78539.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/f0de141/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F87%2F59%2F493130d849ac92c4c517550ba514%2F7252526320-utrgv-hero-image-1920x760-03.jpg,220.0,16.0,nan,84.0,nan,nan,2.8,nan,27034.0,2.1,910.0,nan,910-1110,16-22,"The University of Texas--Rio Grande Valley is a public institution. It has a total undergraduate enrollment of 27,034 (fall 2023), its setting is city, and the campus size is 776 acres. It utilizes a semester-based academic calendar. The University of Texas--Rio Grande Valley's ranking in the 2025 edition of Best Colleges is National Universities, #220. "
nan,nan,nan,the university of texas--san antonio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,TX,San Antonio,78249.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/0c3f867/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F84%2F0e0432b1779ebcb1fdfc1f7f7aa0dc%2FCommemoration-0819.jpg,231.0,19.0,nan,88.0,26768.0,nan,2.2,nan,30310.0,2.7,1000.0,nan,1000-1200,19-26,"The University of Texas--San Antonio is a public institution that was founded in 1969. It has a total undergraduate enrollment of 30,310 (fall 2023), its setting is urban, and the campus size is 758 acres. It utilizes a semester-based academic calendar. The University of Texas--San Antonio's ranking in the 2025 edition of Best Colleges is National Universities, #231. Its in-state tuition and fees are $10,550; out-of-state tuition and fees are $26,768."
nan,nan,nan,the university of the south,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,TN,Sewanee,37383.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/c800edd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F64%2Fd195d91032b9983b4490890b618c82%2Fcollege-photo_4368.jpg,45.0,27.0,49.0,51.0,56120.0,nan,nan,nan,1615.0,nan,1236.0,28652.0,1236-1398,27-32,"The University of the South is a private institution that was founded in 1857. It has a total undergraduate enrollment of 1,615 (fall 2023), its setting is rural, and the campus size is 13,000 acres. It utilizes a semester-based academic calendar. The University of the South's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #45. Its tuition and fees are $56,120."
37.0,36,32,the university of tokyo,Japan,Asia,L,FC,VH,Public,100.0,7,99.9,10,92.4,94,69.9,217,15.9,777,44.0,457,49.2,422,88.8,193,100.0,10,92.3,44,85.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,the university of toledo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,OH,Toledo,43606.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/963150e/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc0%2Fec%2Fe2e3cea343d3a391cfa00fe773e1%2F93746-utoledo-usnews-tptd-hero-image-1920x760.jpg,296.0,22.0,nan,95.0,21519.0,3.6,2.1,nan,11447.0,2.4,1050.0,nan,1050-1300,22-28,"The University of Toledo is a public institution that was founded in 1872. It has a total undergraduate enrollment of 11,447 (fall 2023), its setting is urban, and the campus size is 1,037 acres. It utilizes a semester-based academic calendar. The University of Toledo's ranking in the 2025 edition of Best Colleges is National Universities, #296. Its in-state tuition and fees are $12,159; out-of-state tuition and fees are $21,519."
74.0,74,69,the university of warwick,United Kingdom,Europe,L,FC,VH,Public,82.7,85,93.0,60,48.3,402,43.6,432,99.5,111,99.2,60,99.3,49,93.8,101,75.3,182,84.6,117=,75.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77.0,77,77,the university of western australia,Australia,Oceania,L,FC,VH,Public,69.0,137,56.5,209,15.1,801+,99.2,34,100.0,77,100.0,36,100.0,23,93.2,122,82.6,147,83.7,129=,73.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,thiel college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-north,PA,Greenville,16125.0,north,True,private,https://www.usnews.com/dims4/USNEWS/9729beb/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F45%2Ff6%2F672b37fa44d68c530c5c97ee4da6%2Fthiel-college-haer-family-science-and-art-connector.jpg,26.0,17.0,nan,71.0,36864.0,3.3,nan,nan,819.0,nan,930.0,nan,930-1150,17-22,"Thiel College is a private institution that was founded in 1866. It has a total undergraduate enrollment of 819 (fall 2023), its setting is rural, and the campus size is 135 acres. It utilizes a semester-based academic calendar. Thiel College's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #26. Its tuition and fees are $36,864."
nan,nan,nan,thomas aquinas college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,CA,Santa Paula,93060.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/c9b7d8a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa8%2F5ef119080a85ce36dabd2e9cc2bd14%2Fcollege-photo_10911.jpg,63.0,25.0,63.0,79.0,30200.0,3.7,nan,nan,539.0,nan,1160.0,25982.0,1160-1330,25-33,"Thomas Aquinas College is a private institution that was founded in 1971. It has a total undergraduate enrollment of 539 (fall 2023), and the campus size is 131 acres. It utilizes a semester-based academic calendar. Thomas Aquinas College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #63. Its tuition and fees are $30,200."
nan,nan,nan,thomas college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,ME,Waterville,4901.0,north,True,private,nan,-1.0,nan,nan,97.0,31824.0,nan,nan,nan,1623.0,nan,nan,nan,nan,nan,"Thomas College is a private institution that was founded in 1894. It has a total undergraduate enrollment of 1,623 (fall 2022), and the campus size is 120 acres.  Thomas College's ranking in the 2025 edition of Best Colleges is Regional Universities North, #151-165. Its tuition and fees are $31,824."
nan,nan,nan,thomas edison state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NJ,Trenton,8608.0,north,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,7358.0,nan,nan,nan,nan,nan,Thomas Edison State University is a public institution.    
nan,nan,nan,thomas jefferson university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,PA,Philadelphia,19107.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/5d89e1d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F4a%2Fa63cde11784a8a916da918d8359e7c%2Fcollege-photo_36792.jpg,136.0,27.0,79.0,86.0,47555.0,3.7,< 2.0,nan,3731.0,nan,1150.0,33702.0,1150-1350,27-32,"Thomas Jefferson University is a private institution that was founded in 1824. It has a total undergraduate enrollment of 3,731 (fall 2023), and the campus size is 111 acres.  Thomas Jefferson University's ranking in the 2025 edition of Best Colleges is National Universities, #136. Its tuition and fees are $47,555."
nan,nan,nan,thomas more college of liberal arts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,NH,Merrimack,3054.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/fef1310/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F57%2Fb87add8ca589d61145239c74c36054%2Fcollege-photo_37276.jpg,-2.0,nan,nan,nan,nan,nan,nan,nan,89.0,nan,nan,nan,nan,nan,"Thomas More College of Liberal Arts is a private institution that was founded in 1978. It has a total undergraduate enrollment of 89 (fall 2022), and the campus size is 14 acres.   "
nan,nan,nan,thomas more university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,KY,Crestview Hills,41017.0,south,True,private,https://www.usnews.com/dims4/USNEWS/d876f2a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F51%2F1d446887e7b84a7e2000550be2fd5a%2Fcollege-photo_21914.jpg,82.0,18.0,nan,94.0,38400.0,nan,nan,nan,1829.0,nan,1005.0,nan,1005-1256,18-25,"Thomas More University is a private institution that was founded in 1921. It has a total undergraduate enrollment of 1,829 (fall 2022), and the campus size is 103 acres.  Thomas More University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #82. Its tuition and fees are $38,400."
nan,nan,nan,thomas university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,GA,Thomasville,31792.0,south,True,private,nan,-1.0,15.0,nan,46.0,nan,nan,nan,nan,793.0,nan,920.0,nan,920-1140,15-20,"Thomas University is a private institution that was founded in 1950. It has a total undergraduate enrollment of 793 (fall 2022), and the campus size is 24 acres.  Thomas University's ranking in the 2025 edition of Best Colleges is Regional Universities South, #122-133. "
257.0,257,269,tianjin university,China (Mainland),Asia,L,CO,VH,Public,26.3,481,37.6,371,51.6,368,99.9,18,29.9,586,33.5,550,25.1,682,72.5,491,38.7,449,56.2,576=,49.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,tiffin university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,OH,Tiffin,44883.0,midwest,True,private,nan,141.0,15.0,nan,80.0,33690.0,3.2,nan,nan,2666.0,nan,860.0,nan,860-1120,15-22,"Tiffin University is a private institution that was founded in 1888. It has a total undergraduate enrollment of 2,666 (fall 2023), and the campus size is 135 acres. It utilizes a semester-based academic calendar. Tiffin University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #141. Its tuition and fees are $33,690."
348.0,347,347,tilburg university,Netherlands,Europe,L,SP,VH,Public,20.5,602,37.1,382,16.8,801+,67.1,236,99.0,128,77.4,238,79.5,209,61.1,678,23.1,669,50.6,693=,41.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1307.0,1201-1400,nan,tishk international university,Iraq,Asia,M,CO,HI,Private for Profit,13.4,701+,4.0,701+,8.0,801+,11.8,801+,74.2,318,1.6,801+,5.9,801+,33.5,801+,5.9,801+,17.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,toccoa falls college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-south,GA,Toccoa Falls,30598.0,south,True,private,https://www.usnews.com/dims4/USNEWS/7e1ec10/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fc1%2F99b34adfafb3e8b13ec8c9763a81cf%2Fcollege-photo_19075.jpg,30.0,21.0,78.0,64.0,23950.0,3.5,nan,nan,2489.0,nan,1060.0,24354.0,1060-1250,21-25,"Toccoa Falls College is a private institution that was founded in 1907. It has a total undergraduate enrollment of 2,489 (fall 2023), its setting is rural, and the campus size is 1,100 acres. It utilizes a 4-1-4-based academic calendar. Toccoa Falls College's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #30. Its tuition and fees are $23,950."
109.0,109,107,tohoku university,Japan,Asia,L,FC,VH,Public,84.5,82,86.5,84,98.2,52,35.5,519,20.5,705,19.4,739,25.5,678,70.1,529,36.5,474,82.0,149=,66.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1308.0,1201-1400,1201-1400,tokai university,Japan,Asia,L,FC,HI,Private not for Profit,12.8,701+,9.0,701+,18.1,801+,5.4,801+,7.7,801+,5.3,801+,4.2,801+,28.8,801+,3.4,801+,34.4,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1309.0,1201-1400,1001-1200,tokushima university,Japan,Asia,M,SP,VH,Public,5.4,701+,3.2,701+,70.1,231,10.2,801+,3.3,801+,3.8,801+,7.8,801+,18.2,801+,6.4,801+,23.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85.0,85,84,tokyo institute of technology,Japan,Asia,M,FO,VH,Public,85.0,80,95.7,45,87.6,115,54.2,339,29.8,587,43.4,464,46.6,446,67.8,571,33.5,504,74.2,253=,72.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
700.0,697,661-670,tokyo medical and dental university,Japan,Asia,S,FO,VH,Public,15.7,701+,9.5,701+,100.0,13,29.1,595,3.1,801+,22.6,693,24.3,698,23.3,801+,1.8,801+,37.5,801+,25.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1109.0,1001-1200,1001-1200,tokyo metropolitan university,Japan,Asia,M,CO,VH,Public,17.5,701+,8.2,701+,41.9,483,14.8,801+,9.7,801+,8.0,801+,11.6,801+,39.5,801+,4.9,801+,26.4,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
882.0,851-900,851-900,tokyo university of agriculture and technology,Japan,Asia,M,FO,VH,Public,15.6,701+,11.2,701+,18.7,801+,40.3,464,11.6,801+,11.3,801+,15.3,801+,42.4,801+,1.7,801+,33.2,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
825.0,801-850,751-760,tokyo university of science (rikadai),Japan,Asia,L,FO,VH,Private not for Profit,11.5,701+,57.5,205,12.1,801+,16.3,778,15.1,801+,7.2,801+,10.7,801+,22.6,801+,49.0,353,46.5,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1310.0,1201-1400,1201-1400,tomas bata university in zlin,Czechia,Europe,M,CO,HI,Public,6.1,701+,10.3,701+,13.6,801+,11.1,801+,33.1,552,30.7,583,35.5,542,31.2,801+,5.1,801+,26.2,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
689.0,688,576,tomsk polytechnic university,Russian Federation,Europe,M,FO,VH,Public,9.4,701+,15.4,701+,96.0,67,7.0,801+,14.8,801+,88.8,179,83.9,178,60.4,686,2.0,801+,47.7,765=,25.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
