Index,Rank_x,Previous Rank,Name,Country/Territory,Region_x,Size,Focus,Research,Status,AR SCORE,AR RANK,ER SCORE,ER RANK,FSR SCORE,FSR RANK,CPF SCORE,CPF RANK,IFR SCORE,IFR RANK,ISR SCORE,ISR RANK,ISD SCORE,ISD RANK,IRN SCORE,IRN RANK,EO SCORE,EO RANK,SUS SCORE,SUS RANK,Overall SCORE,Type,State,City,Zip,Region_y,isPublic,Institution_Control,Photo,Rank_y,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
120.0,119,141,rice university,United States of America,Americas,M,CO,VH,Private not for Profit,50.6,221,51.0,245,74.9,196,81.6,148,91.3,215,96.6,104,96.8,91,66.3,605,45.7,381,81.5,156,65.7,national-universities,TX,Houston,77005.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/126db40/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F1e%2F5b%2Fc0443cbd420cabbc0c8fec7dee0a%2Fupdated-quad-image.jpg,18.0,34.0,45.0,8.0,60709.0,nan,3.8,nan,4574.0,3.7,1500.0,18917.0,1500-1570,34-36,"Rice University is a private institution that was founded in 1912. It has a total undergraduate enrollment of 4,574 (fall 2023), its setting is urban, and the campus size is 300 acres. It utilizes a semester-based academic calendar. Rice University's ranking in the 2025 edition of Best Colleges is National Universities, #18. Its tuition and fees are $60,709."
nan,nan,nan,rider university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NJ,Lawrenceville,8648.0,north,True,private,https://www.usnews.com/dims4/USNEWS/1fc1085/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F9b%2F59%2Fecf4197c4bbab4a5e27355bd8927%2F101822-campus-144.JPG,35.0,22.0,73.0,79.0,41120.0,3.4,nan,nan,3196.0,2.0,1100.0,30464.0,1100-1310,22-29,"Rider University is a private institution that was founded in 1865. It has a total undergraduate enrollment of 3,196 (fall 2023), its setting is suburban, and the campus size is 280 acres. It utilizes a semester-based academic calendar. Rider University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #35. Its tuition and fees are $41,120."
1082.0,1001-1200,951-1000,riga stradins university,Latvia,Europe,M,SP,HI,Public,7.4,701+,16.2,701+,16.3,801+,3.4,801+,30.9,580,96.1,111,95.9,102,15.9,801+,14.8,801+,29.5,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
769.0,761-770,721-730,riga technical university,Latvia,Europe,M,CO,VH,Public,12.6,701+,31.9,449,31.7,606,6.0,801+,22.1,686,84.9,195,86.3,165,38.2,801+,40.5,432,47.6,770=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1451.0,1401+,1201-1400,rikkyo university,Japan,Asia,L,FO,HI,Private for Profit,5.5,701+,14.3,701+,9.9,801+,3.0,801+,32.8,556,10.6,801+,14.2,801+,12.3,801+,10.0,801+,30.0,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,ringling college of art and design,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,specialty-arts,FL,Sarasota,34234.0,nan,True,private,nan,-2.0,nan,nan,67.0,57900.0,3.5,nan,nan,1722.0,nan,nan,nan,nan,nan,"Ringling College of Art and Design is a private institution that was founded in 1931. It has a total undergraduate enrollment of 1,722 (fall 2023), and the campus size is 49 acres.   Its tuition and fees are $57,900."
nan,nan,nan,rio hondo college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,CA,Whittier,90601.0,west,True,public,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,16139.0,nan,nan,nan,nan,nan,Rio Hondo College is a public institution.    
1280.0,1201-1400,nan,riphah international university,Pakistan,Asia,L,CO,HI,Private not for Profit,13.8,701+,8.2,701+,26.2,712,6.4,801+,2.2,801+,1.5,801+,5.9,801+,51.8,801+,3.2,801+,32.3,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,ripon college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,WI,Ripon,54971.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/cf2e5f5/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F67%2F77ae366edb793012c060135480d57f%2FRDP_8716.jpg,136.0,20.0,nan,84.0,51900.0,3.4,nan,nan,734.0,nan,1000.0,nan,1000-1190,20-27,"Ripon College is a private institution that was founded in 1851. It has a total undergraduate enrollment of 734 (fall 2023), its setting is rural, and the campus size is 250 acres. It utilizes a semester-based academic calendar. Ripon College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #136. Its tuition and fees are $51,900."
1083.0,1001-1200,901-950,ritsumeikan asia pacific university,Japan,Asia,M,SP,LO,Private for Profit,8.3,701+,11.8,701+,4.3,801+,4.1,801+,99.5,110,99.7,51,99.7,41,4.7,801+,1.7,801+,14.4,801+,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
682.0,680,641-650,ritsumeikan university,Japan,Asia,XL,CO,HI,Private not for Profit,25.7,493,61.5,187,10.3,801+,5.0,801+,36.5,525,17.8,766,23.9,704,41.1,801+,4.8,801+,64.4,413=,25.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,rivier university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NH,Nashua,3060.0,north,True,private,nan,142.0,nan,nan,84.0,nan,nan,nan,nan,1340.0,nan,nan,nan,nan,nan,"Rivier University is a private institution.   Rivier University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #142. "
125.0,125,123,rmit university,Australia,Oceania,XL,CO,VH,Public,55.1,202,60.3,191,7.2,801+,91.3,96,100.0,45,95.2,125,95.5,106,83.1,292,49.9,345,87.9,80=,65.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,roanoke college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,VA,Salem,24153.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/1bcf359/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe2%2F4d4739664ee7d8c51b7f7464aad524%2Fcollege-photo_4869.jpg,122.0,22.0,nan,80.0,36774.0,nan,nan,nan,1809.0,nan,1090.0,nan,1090-1270,22-30,"Roanoke College is a private institution that was founded in 1842. It has a total undergraduate enrollment of 1,809 (fall 2023), and the campus size is 80 acres.  Roanoke College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #122. Its tuition and fees are $36,774."
nan,nan,nan,robert morris university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,PA,Moon Township,15108.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/43dfc5a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F38%2F69%2F5a3339004cc5a4eda38c89c28350%2F190821robert-morris-university1.jpg,214.0,nan,68.0,91.0,35760.0,nan,2.3,nan,3769.0,2.2,nan,24812.0,nan,nan,"Robert Morris University is a private institution that was founded in 1921. It has a total undergraduate enrollment of 3,769 (fall 2023), and the campus size is 230 acres. It utilizes a semester-based academic calendar. Robert Morris University's ranking in the 2025 edition of Best Colleges is National Universities, #214. Its tuition and fees are $35,760."
nan,nan,nan,roberts wesleyan university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,NY,Rochester,14624.0,north,True,private,nan,101.0,15.0,nan,78.0,37380.0,3.6,nan,nan,1079.0,nan,965.0,nan,965-1250,15-29,"Roberts Wesleyan University is a private institution that was founded in 1866. It has a total undergraduate enrollment of 1,079 (fall 2023), and the campus size is 188 acres. It utilizes a semester-based academic calendar. Roberts Wesleyan University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #101. Its tuition and fees are $37,380."
nan,nan,nan,rochester christian university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-midwest,MI,Rochester Hills,48307.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/6cdb369/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbb%2F1757864b0234b9bea22a67d2e3592b%2Frichardson.jpg,50.0,nan,nan,71.0,nan,nan,nan,nan,1140.0,nan,nan,nan,nan,nan,"Rochester Christian University is a private institution that was founded in 1959. It has a total undergraduate enrollment of 1,140 (fall 2022), and the campus size is 76 acres.  Rochester Christian University's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #50. "
nan,nan,nan,rochester institute of technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NY,Rochester,14623.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/7dc9e61/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fea%2F18%2Fdb909aba4d83963e3c02bfc3febc%2F01-20240429-njt-tigerstatue-a-webbrs.jpg,91.0,29.0,72.0,71.0,59274.0,3.8,3.2,nan,14076.0,3.2,1280.0,38430.0,1280-1460,29-33,"Rochester Institute of Technology is a private institution that was founded in 1829. It has a total undergraduate enrollment of 14,076 (fall 2023), and the campus size is 1,300 acres. It utilizes a semester-based academic calendar. Rochester Institute of Technology's ranking in the 2025 edition of Best Colleges is National Universities, #91. Its tuition and fees are $59,274."
978.0,951-1000,1001-1200,rochester institute of technology (rit),United States of America,Americas,L,CO,VH,Private not for Profit,10.0,701+,28.4,491,24.6,741,11.5,801+,8.7,801+,26.9,631,33.0,576,41.2,801+,13.7,801+,55.1,602=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,rockford university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,IL,Rockford,61108.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/2cd420d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fcf%2F19cccfdc60a5aea08c05243d762b97%2Fcollege-photo_4238.jpg,131.0,17.0,nan,57.0,37830.0,3.1,nan,nan,968.0,nan,850.0,nan,850-1070,17-23,"Rockford University is a private institution that was founded in 1847. It has a total undergraduate enrollment of 968 (fall 2023), its setting is city, and the campus size is 150 acres. It utilizes a semester-based academic calendar. Rockford University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #131. Its tuition and fees are $37,830."
nan,nan,nan,rockhurst university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-midwest,MO,Kansas City,64110.0,midwest,True,private,https://www.usnews.com/dims4/USNEWS/67962bb/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fbd%2F3b2ca8db5c66d0d4e0c495444a2fc3%2Fcollege-photo_2182.jpg,7.0,19.0,64.0,69.0,44966.0,3.6,< 2.0,nan,2430.0,2.4,1010.0,33142.0,1010-1230,19-26,"Rockhurst University is a private institution that was founded in 1910. It has a total undergraduate enrollment of 2,430 (fall 2023), its setting is urban, and the campus size is 55 acres. It utilizes a semester-based academic calendar. Rockhurst University's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #7. Its tuition and fees are $44,966."
nan,nan,nan,rocky mountain college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-west,MT,Billings,59102.0,west,True,private,https://www.usnews.com/dims4/USNEWS/faa4370/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F44%2F1d199f43a2a795b85fe2fa40baa661%2Fcollege-photo_11665.jpg,84.0,19.0,nan,73.0,35582.0,3.5,nan,nan,794.0,nan,990.0,nan,990-1240,19-24,"Rocky Mountain College is a private institution that was founded in 1878. It has a total undergraduate enrollment of 794 (fall 2023), its setting is suburban, and the campus size is 60 acres. It utilizes a semester-based academic calendar. Rocky Mountain College's ranking in the 2025 edition of Best Colleges is Regional Universities West, #84. Its tuition and fees are $35,582."
nan,nan,nan,rocky mountain college of art and design,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,CO,Lakewood,80214.0,west,True,proprietary,nan,27.0,nan,nan,nan,nan,nan,nan,nan,2050.0,nan,nan,nan,nan,nan,"Rocky Mountain College of Art and Design is a proprietary institution that was founded in 1963.   Rocky Mountain College of Art and Design's ranking in the 2025 edition of Best Colleges is Regional Colleges West, #27. "
nan,nan,nan,roger williams university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,RI,Bristol,2809.0,north,True,private,https://www.usnews.com/dims4/USNEWS/5f39fff/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F15%2Fe469b604ee240b467cdffabf20ffae%2Fcollege-photo_22643.jpg,44.0,24.0,45.0,88.0,44418.0,3.5,2.5,nan,4050.0,2.3,1130.0,41501.0,1130-1300,24-30,"Roger Williams University is a private institution that was founded in 1956. It has a total undergraduate enrollment of 4,050 (fall 2023), its setting is suburban, and the campus size is 140 acres. It utilizes a semester-based academic calendar. Roger Williams University's ranking in the 2025 edition of Best Colleges is Regional Universities North, #44. Its tuition and fees are $44,418."
nan,nan,nan,rogers state university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-colleges-west,OK,Claremore,74017.0,west,True,public,nan,31.0,17.0,nan,63.0,16410.0,3.4,nan,nan,3099.0,nan,940.0,nan,940-1090,17-23,"Rogers State University is a public institution that was founded in 1909. It has a total undergraduate enrollment of 3,099 (fall 2023), its setting is suburban, and the campus size is 160 acres. It utilizes a semester-based academic calendar. Rogers State University's ranking in the 2025 edition of Best Colleges is Regional Colleges West, #31. Its in-state tuition and fees are $8,070; out-of-state tuition and fees are $16,410."
nan,nan,nan,rollins college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-south,FL,Winter Park,32789.0,south,True,private,https://www.usnews.com/dims4/USNEWS/2446c5d/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F53%2F9f3098e0b0f2a4f25b47243aa80ca9%2Fcollege-photo_34719.jpg,2.0,26.0,51.0,41.0,60580.0,3.5,nan,nan,2297.0,2.6,1185.0,36770.0,1185-1355,26-30,"Rollins College is a private institution that was founded in 1885. It has a total undergraduate enrollment of 2,297 (fall 2023), its setting is suburban, and the campus size is 80 acres. It utilizes a semester-based academic calendar. Rollins College's ranking in the 2025 edition of Best Colleges is Regional Universities South, #2. Its tuition and fees are $60,580."
nan,nan,nan,roosevelt university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,IL,Chicago,60605.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/55ed4b7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F23%2Fc7468c031be56d98e3feeb52efef03%2Fcollege-photo_5760.jpg,-1.0,21.0,nan,94.0,21280.0,3.1,nan,nan,2588.0,nan,930.0,nan,930-1110,21-36,"Roosevelt University is a private institution that was founded in 1945. It has a total undergraduate enrollment of 2,588 (fall 2023), its setting is city, and the campus size is 34 acres. It utilizes a semester-based academic calendar. Roosevelt University's ranking in the 2025 edition of Best Colleges is National Universities, #392-434. Its tuition and fees are $21,280."
nan,nan,nan,rose-hulman institute of technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,specialty-engineering,IN,Terre Haute,47803.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/cb401dd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F30%2F2b%2Ff6bdff7f4b9cbdf631c4ac876afb%2Fcustomheroimage-2.jpeg,-2.0,nan,nan,73.0,56049.0,nan,4.6,nan,2235.0,nan,nan,nan,nan,nan,"Rose-Hulman Institute of Technology is a private institution that was founded in 1874. It has a total undergraduate enrollment of 2,235 (fall 2023), and the campus size is 1,300 acres. It utilizes a quarter-based academic calendar.  Its tuition and fees are $56,049."
nan,nan,nan,roseman university of health sciences,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,health,NV,Henderson,nan,nan,True,private,nan,-2.0,nan,nan,nan,nan,nan,nan,nan,574.0,nan,nan,nan,nan,nan,Roseman University of Health Sciences is a private institution.    
nan,nan,nan,rosemont college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,regional-universities-north,PA,Rosemont,19010.0,north,True,private,https://www.usnews.com/dims4/USNEWS/74534cd/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ffe%2Fd27dd52636eaeb37a7029d6d2b469c%2Fcollege-photo_1034.jpg,-1.0,nan,nan,76.0,nan,nan,nan,nan,446.0,nan,nan,nan,nan,nan,"Rosemont College is a private institution that was founded in 1921. It has a total undergraduate enrollment of 446 (fall 2022), and the campus size is 56 acres.  Rosemont College's ranking in the 2025 edition of Best Colleges is Regional Universities North, #151-165. "
776.0,771-780,731-740,rovira i virgili university,Spain,Europe,L,FC,VH,Public,9.5,701+,4.5,701+,19.9,801+,48.0,388,9.8,801+,28.4,610,34.4,559,82.2,309,1.8,801+,65.0,398=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,rowan university,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NJ,Glassboro,8028.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/e7afab9/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F08%2Fc3%2F82f1d4f2455e9e269f823d157af3%2Fusnews-hero-1920x760-1.jpg,171.0,26.0,44.0,78.0,26932.0,3.4,2.5,nan,14947.0,2.4,1100.0,33267.0,1100-1310,26-30,"Rowan University is a public institution that was founded in 1923. It has a total undergraduate enrollment of 14,947 (fall 2023), its setting is suburban, and the campus size is 920 acres. It utilizes a semester-based academic calendar. Rowan University's ranking in the 2025 edition of Best Colleges is National Universities, #171. Its in-state tuition and fees are $16,574; out-of-state tuition and fees are $26,932."
463.0,461,477,royal holloway university of london,United Kingdom,Europe,L,CO,VH,Public,22.8,548,11.8,701+,15.1,801+,41.0,460,96.3,164,88.9,177,89.9,151,73.0,487,12.3,801+,61.7,464=,33.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
367.0,367,316,rudn university,Russian Federation,Europe,XL,FC,VH,Public,28.4,443,61.2,189,94.0,84,3.9,801+,10.9,801+,95.3,123,95.6,105,88.3,199,14.3,801+,58.9,521=,40.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
396.0,395,396,ruhr-universität bochum,Germany,Europe,XL,FC,VH,Public,29.1,427,11.8,701+,3.9,801+,65.8,243,59.3,394,55.6,376,59.9,343,90.0,174,21.4,701,72.5,281=,38.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80.0,80,84,ruprecht-karls-universität heidelberg,Germany,Europe,L,FO,VH,Public,87.1,74,72.2,138,99.8,32,41.4,456,66.2,352,71.4,265,74.1,240,94.7,88,34.6,494,85.5,106,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,russell sage college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NY,Troy,12180.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/448e232/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fd7%2F46%2F6cb689814d5dab13cb02f1efc6d1%2F190830the-sage-colleges0.jpg,209.0,10.0,nan,75.0,36756.0,3.3,nan,nan,1085.0,nan,1010.0,nan,1010-1210,10-27,"Russell Sage College is a private institution that was founded in 1916. It has a total undergraduate enrollment of 1,085 (fall 2023), its setting is city, and the campus size is 19 acres. It utilizes a semester-based academic calendar. Russell Sage College's ranking in the 2025 edition of Best Colleges is National Universities, #209. Its tuition and fees are $36,756."
nan,nan,nan,rust college,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-liberal-arts-colleges,MS,Holly Springs,38635.0,nan,True,private,https://www.usnews.com/dims4/USNEWS/2f26238/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F38%2Fceba2ada8cb98ede137658fd7d541f%2Fcollege-photo_8001.jpg,-1.0,17.0,nan,79.0,nan,nan,nan,nan,755.0,nan,440.0,nan,440-1339,17-18,"Rust College is a private institution that was founded in 1866. It has a total undergraduate enrollment of 755 (fall 2022), and the campus size is 126 acres.  Rust College's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #187-204. "
777.0,771-780,801-850,rutgers university - newark,United States of America,Americas,M,CO,VH,Public,13.7,701+,14.2,701+,26.1,718,26.0,623,31.2,575,44.8,450,49.1,423,26.9,801+,44.6,394,61.2,474=,-,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
328.0,328,328,rutgers university – new brunswick,United States of America,Americas,XL,CO,VH,Public,47.7,243,45.8,295,53.4,351,16.5,774,24.1,661,38.8,508,44.3,471,75.3,437,44.6,393,87.5,87,42.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,rutgers university--camden,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NJ,Camden,8102.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/cd4fdd2/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F09%2F63b49f50e937baa161efa96c9dbe99%2Fcollege-photo_36064.jpg,98.0,18.0,40.0,78.0,37276.0,nan,nan,nan,3922.0,2.8,1010.0,42933.0,1010-1255,18-26,"Rutgers University--Camden is a public institution that was founded in 1926. It has a total undergraduate enrollment of 3,922 (fall 2023), its setting is urban, and the campus size is 31 acres. It utilizes a semester-based academic calendar. Rutgers University--Camden's ranking in the 2025 edition of Best Colleges is National Universities, #98. Its in-state tuition and fees are $17,764; out-of-state tuition and fees are $37,276."
nan,nan,nan,rutgers university--new brunswick,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NJ,Piscataway,8854.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/e046358/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F77%2Fd63d828afc35176403318efd541d95%2Fcollege-photo_36406.jpg,41.0,28.0,12.0,65.0,37441.0,nan,3.2,nan,36588.0,3.3,1270.0,45795.0,1270-1480,28-33,"Rutgers University--New Brunswick is a public institution that was founded in 1766. It has a total undergraduate enrollment of 36,588 (fall 2023), its setting is city, and the campus size is 2,723 acres. It utilizes a semester-based academic calendar. Rutgers University--New Brunswick's ranking in the 2025 edition of Best Colleges is National Universities, #41. Its in-state tuition and fees are $17,929; out-of-state tuition and fees are $37,441."
nan,nan,nan,rutgers university--newark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,national-universities,NJ,Newark,7102.0,nan,True,public,https://www.usnews.com/dims4/USNEWS/1a51807/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe2%2Fdf1e430bd929ca578704004ed2689f%2Fcollege-photo_36380.jpg,80.0,nan,20.0,79.0,36762.0,nan,nan,nan,7417.0,3.1,nan,48347.0,nan,nan,"Rutgers University--Newark is a public institution that was founded in 1908. It has a total undergraduate enrollment of 7,417 (fall 2023), its setting is urban, and the campus size is 41 acres. It utilizes a semester-based academic calendar. Rutgers University--Newark's ranking in the 2025 edition of Best Colleges is National Universities, #80. Its in-state tuition and fees are $17,250; out-of-state tuition and fees are $36,762."
